date_time,traffic_volume
2017-05-18 00:00:00,1676.783213140133
2017-05-18 00:00:00,1676.783213140133
2017-05-18 00:00:00,1676.783213140133
2017-05-18 01:00:00,1030.8872236240836
2017-05-18 01:00:00,1030.8872236240836
2017-05-18 02:00:00,595.8987664745946
2017-05-18 02:00:00,595.8987664745946
2017-05-18 02:00:00,595.8987664745946
2017-05-18 03:00:00,751.3138153760406
2017-05-18 03:00:00,751.3138153760406
2017-05-18 03:00:00,751.3138153760406
2017-05-18 04:00:00,1628.4201994464875
2017-05-18 04:00:00,1628.4201994464875
2017-05-18 04:00:00,1628.4201994464875
2017-05-18 05:00:00,2970.1383428227346
2017-05-18 05:00:00,2970.1383428227346
2017-05-18 05:00:00,2970.1383428227346
2017-05-18 06:00:00,4269.995526108091
2017-05-18 06:00:00,4269.995526108091
2017-05-18 07:00:00,5087.235319003229
2017-05-18 07:00:00,5087.235319003229
2017-05-18 08:00:00,5298.762124408772
2017-05-18 08:00:00,5298.762124408772
2017-05-18 08:00:00,5298.762124408772
2017-05-18 09:00:00,5113.987018841966
2017-05-18 09:00:00,5113.987018841966
2017-05-18 09:00:00,5113.987018841966
2017-05-18 10:00:00,4877.4768328395185
2017-05-18 10:00:00,4877.4768328395185
2017-05-18 11:00:00,4837.485550587527
2017-05-18 12:00:00,5044.237946695035
2017-05-18 13:00:00,5400.058232800226
2017-05-18 14:00:00,5761.344955872966
2017-05-18 15:00:00,5994.603401502507
2017-05-18 16:00:00,5982.823831881696
2017-05-18 17:00:00,5644.648700401834
2017-05-18 18:00:00,4993.980221072627
2017-05-18 19:00:00,4181.9121996391505
2017-05-18 20:00:00,3439.5491422879827
2017-05-18 21:00:00,2926.2959739289786
2017-05-18 22:00:00,2603.2934126613327
2017-05-18 23:00:00,2265.78074843138
2017-05-19 00:00:00,1741.0299928736893
2017-05-19 01:00:00,1096.0729312710205
2017-05-19 02:00:00,661.0598796961658
2017-05-19 03:00:00,815.292533769642
2017-05-19 04:00:00,1689.8657553573435
2017-05-19 05:00:00,3027.5113377421076
2017-05-19 06:00:00,4321.575330812841
2017-05-19 07:00:00,5131.130533157058
2017-05-19 08:00:00,5332.924050458463
2017-05-19 09:00:00,5136.226061561383
2017-05-19 10:00:00,4885.4816953632635
2017-05-19 11:00:00,4828.845057422923
2017-05-19 12:00:00,5016.465285329419
2017-05-19 13:00:00,5350.61736921902
2017-05-19 14:00:00,5687.678945982468
2017-05-19 15:00:00,5894.164289545368
2017-05-19 16:00:00,5853.1038003228805
2017-05-19 17:00:00,5483.212112486514
2017-05-19 18:00:00,4798.496178951678
2017-05-19 19:00:00,3950.1872265691854
2017-05-19 20:00:00,3169.559588235131
2017-05-19 21:00:00,2616.2197394959003
2017-05-19 22:00:00,2251.5405866601545
2017-05-19 23:00:00,1871.0227604684683
2017-05-20 00:00:00,1302.2268933953578
2017-05-20 01:00:00,612.4984259792304
2017-05-20 02:00:00,132.3237673690487
2017-05-20 03:00:00,241.36022070317813
2017-05-20 04:00:00,1071.0745490198574
2017-05-20 05:00:00,2364.583256226587
2017-05-20 06:00:00,3615.626201374753
2017-05-20 07:00:00,4383.67519304342
2017-05-20 08:00:00,4545.877506680379
2017-05-20 09:00:00,4311.900511076966
2017-05-20 09:00:00,4311.900511076966
2017-05-20 10:00:00,4026.5793538830003
2017-05-20 10:00:00,4026.5793538830003
2017-05-20 11:00:00,3938.446793018625
2017-05-20 11:00:00,3938.446793018625
2017-05-20 11:00:00,3938.446793018625
2017-05-20 12:00:00,4098.015101425257
2017-05-20 12:00:00,4098.015101425257
2017-05-20 13:00:00,4407.902830018663
2017-05-20 13:00:00,4407.902830018663
2017-05-20 14:00:00,4724.807684861456
2017-05-20 14:00:00,4724.807684861456
2017-05-20 15:00:00,4915.536787665982
2017-05-20 15:00:00,4915.536787665982
2017-05-20 16:00:00,4863.382667399035
2017-05-20 16:00:00,4863.382667399035
2017-05-20 17:00:00,4487.288144095164
2017-05-20 17:00:00,4487.288144095164
2017-05-20 18:00:00,3801.4515040947845
2017-05-20 18:00:00,3801.4515040947845
2017-05-20 18:00:00,3801.4515040947845
2017-05-20 19:00:00,2957.255895641186
2017-05-20 19:00:00,2957.255895641186
2017-05-20 19:00:00,2957.255895641186
2017-05-20 20:00:00,2186.0859837575154
2017-05-20 20:00:00,2186.0859837575154
2017-05-20 20:00:00,2186.0859837575154
2017-05-20 21:00:00,1647.6152200950687
2017-05-20 21:00:00,1647.6152200950687
2017-05-20 21:00:00,1647.6152200950687
2017-05-20 22:00:00,1303.2387988245132
2017-05-20 22:00:00,1303.2387988245132
2017-05-20 22:00:00,1303.2387988245132
2017-05-20 23:00:00,948.4340707906563
2017-05-20 23:00:00,948.4340707906563
2017-05-20 23:00:00,948.4340707906563
2017-05-21 00:00:00,410.69240747463255
2017-05-21 00:00:00,410.69240747463255
2017-05-21 00:00:00,410.69240747463255
2017-05-21 01:00:00,784.6232601791164
2017-05-21 01:00:00,898.3564294027366
2017-05-21 02:00:00,322.4098519722801
2017-05-21 02:00:00,443.44171741488657
2017-05-21 02:00:00,444.79656425581555
2017-05-21 03:00:00,683.172880749253
2017-05-21 03:00:00,522.9828555756981
2017-05-21 04:00:00,354.19020667908444
2017-05-21 04:00:00,354.19020667908444
2017-05-21 05:00:00,1702.8413762890946
2017-05-21 05:00:00,1702.8413762890946
2017-05-21 05:00:00,1702.8413762890946
2017-05-21 06:00:00,3013.0233398445057
2017-05-21 06:00:00,3013.0233398445057
2017-05-21 06:00:00,3013.0233398445057
2017-05-21 07:00:00,3843.8447830388923
2017-05-21 07:00:00,3843.8447830388923
2017-05-21 07:00:00,3843.8447830388923
2017-05-21 08:00:00,4072.057229005008
